alert_id,account_id,alert_type,risk_level,description,total_amount,transaction_count,time_window_hours,timestamp
STR-000023,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1179987.35,128,3.4,2024-09-29 21:33:58
STR-000024,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1170353.98,127,3.3833333333333333,2024-09-29 21:34:58
STR-000025,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1161177.26,126,3.35,2024-09-29 21:36:58
STR-000026,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1151309.1900000002,125,3.2333333333333334,2024-09-29 21:43:58
STR-000027,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1141559.4000000001,124,3.1666666666666665,2024-09-29 21:47:58
STR-000028,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1132819.32,123,3.15,2024-09-29 21:48:58
STR-000029,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1122930.24,122,3.1333333333333333,2024-09-29 21:49:58
STR-000031,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1105231.25,120,3.1166666666666667,2024-09-29 21:50:58
STR-000032,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1095665.24,119,3.1,2024-09-29 21:51:58
STR-000033,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1086637.6400000001,118,3.0833333333333335,2024-09-29 21:52:58
STR-000034,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1077878.76,117,3.066666666666667,2024-09-29 21:53:58
STR-000035,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1069097.65,116,3.033333333333333,2024-09-29 21:55:58
STR-000036,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1059944.1,115,2.9833333333333334,2024-09-29 21:58:58
STR-000037,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1051380.73,114,2.95,2024-09-29 22:00:58
STR-000038,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1041913.1300000001,113,2.933333333333333,2024-09-29 22:01:58
STR-000039,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1032970.65,112,2.9166666666666665,2024-09-29 22:02:58
STR-000040,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1023396.9199999999,111,2.8666666666666667,2024-09-29 22:05:58
STR-000042,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1005483.3200000001,109,2.85,2024-09-29 22:06:58
STR-000043,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",996792.69,108,2.8333333333333335,2024-09-29 22:07:58
STR-000044,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",987549.1000000001,107,2.816666666666667,2024-09-29 22:08:58
STR-000045,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",978239.03,106,2.8,2024-09-29 22:09:58
STR-000046,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",968731.5900000001,105,2.75,2024-09-29 22:12:58
STR-000047,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",960014.54,104,2.716666666666667,2024-09-29 22:14:58
STR-000048,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",951298.1499999999,103,2.683333333333333,2024-09-29 22:16:58
STR-000049,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",942260.31,102,2.5833333333333335,2024-09-29 22:22:58
STR-000051,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",923969.6799999999,100,2.533333333333333,2024-09-29 22:25:58
STR-000052,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",914640.7,99,2.5166666666666666,2024-09-29 22:26:58
STR-000053,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",905706.55,98,2.5,2024-09-29 22:27:58
STR-000054,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",896113.79,97,2.4833333333333334,2024-09-29 22:28:58
STR-000055,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",886489.8200000001,96,2.4166666666666665,2024-09-29 22:32:58
STR-000056,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",876608.54,95,2.283333333333333,2024-09-29 22:40:58
STR-000058,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",857822.3200000001,93,2.2666666666666666,2024-09-29 22:41:58
STR-000060,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",840207.8600000001,91,2.2,2024-09-29 22:45:58
STR-000061,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",831509.81,90,2.15,2024-09-29 22:48:58
STR-000062,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",821909.77,89,2.1333333333333333,2024-09-29 22:49:58
STR-000063,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",812649.21,88,2.1,2024-09-29 22:51:58
STR-000065,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",794524.99,86,2.05,2024-09-29 22:54:58
STR-000066,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",785150.42,85,2.0166666666666666,2024-09-29 22:56:58
STR-000067,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",775267.64,84,1.9666666666666666,2024-09-29 22:59:58
STR-000068,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",766019.8900000001,83,1.95,2024-09-29 23:00:58
STR-000069,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",757328.63,82,1.9166666666666667,2024-09-29 23:02:58
STR-000070,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",747744.1000000001,81,1.9,2024-09-29 23:03:58
STR-000071,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",738530.6000000001,80,1.8666666666666667,2024-09-29 23:05:58
STR-000072,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",728707.34,79,1.85,2024-09-29 23:06:58
STR-000073,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",719428.72,78,1.8333333333333333,2024-09-29 23:07:58
STR-000074,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",709845.3200000001,77,1.8166666666666667,2024-09-29 23:08:58
STR-000075,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",701068.25,76,1.7666666666666666,2024-09-29 23:11:58
STR-000076,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",692238.7300000001,75,1.75,2024-09-29 23:12:58
STR-000078,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",673914.4,73,1.7333333333333334,2024-09-29 23:13:58
STR-000080,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",654457.52,71,1.7166666666666666,2024-09-29 23:14:58
STR-000081,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",645108.5800000001,70,1.65,2024-09-29 23:18:58
STR-000083,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",626644.7000000001,68,1.6333333333333333,2024-09-29 23:19:58
STR-000084,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",618091.26,67,1.6,2024-09-29 23:21:58
STR-000085,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",608240.53,66,1.55,2024-09-29 23:24:58
STR-000086,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",599271.6000000001,65,1.5166666666666666,2024-09-29 23:26:58
STR-000088,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",580688.11,63,1.5,2024-09-29 23:27:58
STR-000089,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",570986.87,62,1.45,2024-09-29 23:30:58
STR-000090,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",561960.51,61,1.4166666666666667,2024-09-29 23:32:58
STR-000091,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",552245.7,60,1.4,2024-09-29 23:33:58
STR-000093,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",534330.0,58,1.3666666666666667,2024-09-29 23:35:58
STR-000094,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",525374.75,57,1.3166666666666667,2024-09-29 23:38:58
STR-000096,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",507294.67,55,1.2666666666666666,2024-09-29 23:41:58
STR-000097,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",497990.32,54,1.2166666666666666,2024-09-29 23:44:58
STR-000098,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",489227.63999999996,53,1.1833333333333333,2024-09-29 23:46:58
STR-000099,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",479568.92,52,1.1666666666666667,2024-09-29 23:47:58
STR-000100,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",470276.84,51,1.15,2024-09-29 23:48:58
STR-000101,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",460559.16000000003,50,1.1166666666666667,2024-09-29 23:50:58
STR-000102,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",451592.36000000004,49,1.1,2024-09-29 23:51:58
STR-000104,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",433423.79,47,1.0833333333333333,2024-09-29 23:52:58
STR-000105,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",424164.74999999994,46,1.05,2024-09-29 23:54:58
STR-000106,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",415039.47,45,1.0333333333333334,2024-09-29 23:55:58
STR-000107,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",405616.1,44,1.0,2024-09-29 23:57:58
STR-000108,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",395819.99,43,0.9833333333333333,2024-09-29 23:58:58
STR-000109,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",387122.5,42,0.95,2024-09-30 00:00:58
STR-000110,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",377286.86,41,0.9333333333333333,2024-09-30 00:01:58
STR-000112,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",359281.31999999995,39,0.9,2024-09-30 00:03:58
STR-000113,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",349962.29,38,0.8833333333333333,2024-09-30 00:04:58
STR-000114,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",341235.11999999994,37,0.8666666666666667,2024-09-30 00:05:58
STR-000115,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",331903.43000000005,36,0.8166666666666667,2024-09-30 00:08:58
STR-000116,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",323177.99999999994,35,0.8,2024-09-30 00:09:58
STR-000117,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",313379.86,34,0.6666666666666666,2024-09-30 00:17:58
STR-000118,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",304036.68,33,0.65,2024-09-30 00:18:58
STR-000119,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",294176.82,32,0.6333333333333333,2024-09-30 00:19:58
STR-000120,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",284494.74000000005,31,0.6,2024-09-30 00:21:58
STR-000121,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",275688.52,30,0.5833333333333334,2024-09-30 00:22:58
STR-000122,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",266385.2,29,0.55,2024-09-30 00:24:58
STR-000124,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",247020.28999999998,27,0.5333333333333333,2024-09-30 00:25:58
STR-000125,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",238263.80000000002,26,0.5166666666666667,2024-09-30 00:26:58
STR-000126,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",229595.4,25,0.5,2024-09-30 00:27:58
STR-000127,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",220541.79,24,0.4666666666666667,2024-09-30 00:29:58
STR-000130,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",192677.63999999998,21,0.4166666666666667,2024-09-30 00:32:58
STR-000131,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",182890.57,20,0.4,2024-09-30 00:33:58
STR-000132,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",174226.21999999997,19,0.38333333333333336,2024-09-30 00:34:58
STR-000133,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",165181.04,18,0.35,2024-09-30 00:36:58
STR-000135,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",146775.40000000002,16,0.26666666666666666,2024-09-30 00:41:58
STR-000139,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",111568.25000000003,12,0.25,2024-09-30 00:42:58
STR-000140,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",102102.49000000002,11,0.23333333333333334,2024-09-30 00:43:58
STR-000141,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",92738.1,10,0.21666666666666667,2024-09-30 00:44:58
STR-000142,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",83091.5,9,0.18333333333333332,2024-09-30 00:46:58
STR-000144,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",65376.72,7,0.15,2024-09-30 00:48:58
STR-000145,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",56355.78,6,0.11666666666666667,2024-09-30 00:50:58
STR-000146,STR143064,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",46674.780000000006,5,0.08333333333333333,2024-09-30 00:52:58
STR-000147,STR143064,UNDER_THRESHOLD_DEPOSITS,high,"Multiple deposits just under $10,000 threshold detected",36865.74,4,0.05,2024-09-30 00:54:58
STR-000148,STR143064,UNDER_THRESHOLD_DEPOSITS,medium,"Multiple deposits just under $10,000 threshold detected",27666.8,3,0.03333333333333333,2024-09-30 00:55:58
STR-000149,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1374529.63,150,3.966666666666667,2024-09-21 05:42:42
STR-000150,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1364778.77,149,3.8666666666666667,2024-09-21 05:48:42
STR-000152,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1345910.75,147,3.783333333333333,2024-09-21 05:53:42
STR-000153,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1336932.3199999998,146,3.7666666666666666,2024-09-21 05:54:42
STR-000154,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1327320.0699999998,145,3.683333333333333,2024-09-21 05:59:42
STR-000155,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1317624.56,144,3.5833333333333335,2024-09-21 06:05:42
STR-000156,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1308359.3299999996,143,3.566666666666667,2024-09-21 06:06:42
STR-000157,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1299009.8199999998,142,3.55,2024-09-21 06:07:42
STR-000158,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1289939.4,141,3.533333333333333,2024-09-21 06:08:42
STR-000159,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1281018.0899999999,140,3.5166666666666666,2024-09-21 06:09:42
STR-000161,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1262421.63,138,3.5,2024-09-21 06:10:42
STR-000162,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1253685.7999999998,137,3.4833333333333334,2024-09-21 06:11:42
STR-000163,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1245068.8800000001,136,3.466666666666667,2024-09-21 06:12:42
STR-000165,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1226392.8899999997,134,3.433333333333333,2024-09-21 06:14:42
STR-000166,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1217594.4,133,3.4,2024-09-21 06:16:42
STR-000167,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1208917.67,132,3.3833333333333333,2024-09-21 06:17:42
STR-000169,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1189518.42,130,3.35,2024-09-21 06:19:42
STR-000170,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1180732.46,129,3.3,2024-09-21 06:22:42
STR-000173,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1152597.34,126,3.283333333333333,2024-09-21 06:23:42
STR-000175,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1134677.82,124,3.25,2024-09-21 06:25:42
STR-000176,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1125507.46,123,3.216666666666667,2024-09-21 06:27:42
STR-000178,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1107804.82,121,3.183333333333333,2024-09-21 06:29:42
STR-000179,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1098826.57,120,3.15,2024-09-21 06:31:42
STR-000180,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1090096.05,119,3.1166666666666667,2024-09-21 06:33:42
STR-000181,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1081467.66,118,3.1,2024-09-21 06:34:42
STR-000182,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1071691.9000000001,117,3.066666666666667,2024-09-21 06:36:42
STR-000184,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1052974.29,115,3.033333333333333,2024-09-21 06:38:42
STR-000185,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1044141.82,114,3.0166666666666666,2024-09-21 06:39:42
STR-000186,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1035569.1200000001,113,2.966666666666667,2024-09-21 06:42:42
STR-000188,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1017177.5799999998,111,2.933333333333333,2024-09-21 06:44:42
STR-000189,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",1007330.0099999999,110,2.9,2024-09-21 06:46:42
STR-000190,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",997835.0699999998,109,2.8833333333333333,2024-09-21 06:47:42
STR-000191,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",988078.13,108,2.8666666666666667,2024-09-21 06:48:42
STR-000192,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",978316.6499999999,107,2.783333333333333,2024-09-21 06:53:42
STR-000193,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",969446.7799999999,106,2.7666666666666666,2024-09-21 06:54:42
STR-000194,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",960549.69,105,2.75,2024-09-21 06:55:42
STR-000196,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",942675.69,103,2.683333333333333,2024-09-21 06:59:42
STR-000197,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",933067.1699999999,102,2.6666666666666665,2024-09-21 07:00:42
STR-000199,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",914337.64,100,2.5833333333333335,2024-09-21 07:05:42
STR-000200,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",904952.6599999999,99,2.533333333333333,2024-09-21 07:08:42
STR-000202,STR206851,UNDER_THRESHOLD_DEPOSITS,critical,"Multiple deposits just under $10,000 threshold detected",886720.52,97,2.45,2024-09-21 07:13:42
