account_id,tx_count_total,tx_count_sent,tx_count_received,amount_total,amount_sent,amount_received,balance_ratio,flow_asymmetry,amount_mean,amount_std,amount_max,amount_min,amount_median,amount_cv,unique_senders,unique_receivers,unique_counterparties,active_days,tx_per_active_day,avg_hours_between_tx,min_hours_between_tx,std_hours_between_tx,cash_ratio,wire_ratio,crypto_ratio,online_ratio,branch_ratio,near_threshold_ratio,near_threshold_count,round_amount_ratio,if_anomaly_score,if_prediction,lof_anomaly_score,lof_prediction,outlier_feature_count,combined_anomaly_score
NRM804314,40,20,20,773503.5,419706.47000000003,353797.02999999997,-0.1862916712443857,0.08520897449074252,19337.5875,40784.078885865514,157771.99,26.15,1475.665,2.109057238182659,20,19,39,36,1.1111111111111112,221.44895299145298,0.0,262.42358386621896,0.125,0.3,0.025,0.475,0.1,0.05,2,0.1,0.11340004491407185,1,0.02581062402711766,1,0,0.04640355631372983
NRM361941,44,25,19,394337.29000000004,220973.58000000002,173363.71000000002,-0.2746241990321965,0.12073387733632797,8962.211136363636,18117.435539263126,78330.2,80.49,1823.825,2.021536344502387,19,25,44,39,1.1282051282051282,203.43764857881132,0.1736111111111111,223.69455655089536,0.11363636363636363,0.3409090909090909,0.0,0.4318181818181818,0.13636363636363635,0.06818181818181818,3,0.045454545454545456,0.17088363446712684,1,0.027009547867638747,1,0,0.06596439411158854
HRK664365,54,36,18,1675449.3499999999,802646.1899999998,872803.16,0.08038120531094342,0.0418735248546906,31026.839814814815,56777.70361279264,186447.21,261.45,3000.02,1.829954450781101,18,36,54,47,1.148936170212766,164.5838469601677,0.0,196.10426214572718,0.18518518518518517,0.3888888888888889,0.018518518518518517,0.5,0.09259259259259259,0.14814814814814814,8,0.07407407407407407,0.17270763175595472,1,0.12885472492148123,1,1,0.11163189667025641
NRM465962,44,25,19,877154.5499999999,365648.49999999994,511506.05,0.28515312770982876,0.16628489243999253,19935.330681818185,40740.490682684,141713.35,31.63,1087.455,2.043632550316356,19,24,41,39,1.1282051282051282,200.8684108527132,0.1775,213.84843853835753,0.18181818181818182,0.3409090909090909,0.022727272727272728,0.5227272727272727,0.1590909090909091,0.09090909090909091,4,0.045454545454545456,0.036431989093232864,1,0.009556115331946795,1,0,0.015329368141726552
NRM579434,46,24,22,401955.49000000005,205781.47000000003,196174.02000000002,-0.048974120018542774,0.02390177579114546,8738.162826086958,19858.939851875683,87312.37,14.54,1338.705,2.272667635877498,22,23,45,40,1.15,192.79327777777775,0.335,201.2481828479073,0.30434782608695654,0.2391304347826087,0.0,0.3695652173913043,0.21739130434782608,0.10869565217391304,5,0.08695652173913043,0.27013814291276406,1,0.04702026674074137,1,0,0.10571946988450182
NRM397571,47,28,19,700999.9099999999,421467.22,279532.69,-0.5077564631170686,0.20247439118786761,14914.891702127656,27967.65955937635,110967.02,97.83,1810.2,1.8751500257549087,19,27,46,41,1.146341463414634,187.19023550724634,0.4058333333333333,227.0199904186661,0.2765957446808511,0.2978723404255319,0.06382978723404255,0.44680851063829785,0.10638297872340426,0.06382978723404255,3,0.06382978723404255,0.11025685138595132,1,0.0363576988201525,1,0,0.04887151673536794
HRK386193,44,19,25,1314459.02,477842.81000000006,836616.21,0.42883869056278495,0.27294376967339756,29874.06863636364,47118.65531759392,185511.97,79.67,5012.32,1.5772426545288054,25,19,44,39,1.1282051282051282,193.4728359173127,1.0,194.20503860096545,0.1590909090909091,0.4090909090909091,0.045454545454545456,0.4772727272727273,0.11363636363636363,0.06818181818181818,3,0.06818181818181818,0.05432715634757401,1,0.020982948071779195,1,0,0.025103368139784404
RNG824047,118,59,59,8520858.32,4025511.93,4495346.390000001,0.10451574122189065,0.05513933483639949,72210.66372881354,44551.85995906397,160949.17,133.46,75180.37,0.6169706475262166,15,9,24,93,1.2688172043010753,74.11342117758785,0.18916666666666668,83.20738427705099,0.025423728813559324,0.5,0.01694915254237288,0.9491525423728814,0.01694915254237288,0.01694915254237288,2,0.06779661016949153,0.6518194357773269,1,0.016436493147187765,1,7,0.30052975408594934
NRM890170,48,30,18,842873.0800000001,496837.76,346035.32,-0.4358007153720609,0.17891476614723534,17559.855833333335,32908.395654055756,125399.92,17.92,2743.915,1.8740698082262588,17,28,45,46,1.0434782608695652,179.73307919621752,1.0,180.4958431175693,0.1875,0.3333333333333333,0.020833333333333332,0.3541666666666667,0.20833333333333334,0.08333333333333333,4,0.0625,0.06268363205004301,1,0.028973021376777312,1,0,0.030552217808940112
NRM795613,60,36,24,1302623.26,503225.26,799398.0,0.37049472227851454,0.22736638373861065,21710.38766666667,39941.205984827175,149481.74,88.79,4278.555,1.8397279034381977,24,36,58,54,1.1111111111111112,146.6510263653484,1.0,146.0831103906492,0.18333333333333332,0.43333333333333335,0.03333333333333333,0.4166666666666667,0.18333333333333332,0.1,6,0.03333333333333333,0.13736825597212565,1,0.03465592380809195,1,0,0.05734139326007254
RNG824014,121,62,59,8347777.7700000005,4122725.8600000003,4225051.91,0.024218885869262564,0.012257879021137359,68989.89892561984,48047.344338425,164253.45,222.9,61428.38,0.6964402772966277,15,13,28,102,1.1862745098039216,72.70979629629629,0.5402777777777777,83.88356799028739,0.04132231404958678,0.47107438016528924,0.0,0.9090909090909091,0.04132231404958678,0.049586776859504134,6,0.09090909090909091,0.6679584141829298,1,0.036753670285276284,1,7,0.3126818059338465
NRM763686,50,32,18,984179.1199999999,486088.3599999999,498090.75999999995,0.02409681319926518,0.012195341026946421,19683.5824,43531.42590185209,184376.61,30.65,1561.44,2.2115601224019104,18,32,50,43,1.1627906976744187,167.11670068027212,0.16777777777777778,171.36723431581268,0.22,0.34,0.02,0.52,0.14,0.08,4,0.04,0.025882993630124473,1,0.009732259212201657,1,0,0.011871750947442044
NRM308496,42,26,16,801726.79,424067.65,377659.14,-0.12288464672137951,0.05788569195748094,19088.733095238094,52557.557364492866,185997.26,44.36,1259.385,2.753328735975881,16,26,42,34,1.2352941176470589,199.1912330623306,1.3905555555555555,213.94932561649205,0.16666666666666666,0.38095238095238093,0.023809523809523808,0.40476190476190477,0.19047619047619047,0.07142857142857142,3,0.047619047619047616,0.09816073182721574,1,0.03594158007013138,1,0,0.04470077063244904
NRM921414,45,29,16,1558882.04,832541.37,726340.6699999999,-0.14621334641773548,0.06812619382028423,34641.823111111116,58244.48014650057,188976.98,69.91,2807.84,1.6813341480234933,16,28,43,41,1.0975609756097562,195.11982954545454,1.0,201.51137568320573,0.17777777777777778,0.4222222222222222,0.0,0.5555555555555556,0.022222222222222223,0.1111111111111111,5,0.08888888888888889,0.09136858916726265,1,0.02460613757350643,1,0,0.038658242246923026
NRM736059,50,25,25,656947.95,258806.44000000003,398141.50999999995,0.34996368502244324,0.21209453503888692,13138.958999999999,38397.115330602704,167175.3,29.44,1303.75,2.922386418178389,25,25,49,48,1.0416666666666667,171.91069727891156,1.7458333333333333,175.93801553060703,0.08,0.38,0.06,0.38,0.16,0.08,4,0.06,0.13463998322249904,1,0.037836927941493737,1,0,0.05749230372133093
NRM338651,47,27,20,1434776.02,809492.2100000001,625283.8099999999,-0.29459966347121663,0.12838826230173553,30527.149361702122,50382.64088763464,194102.83,72.15,4113.75,1.6504207546755825,20,26,46,43,1.0930232558139534,186.50760265700484,1.0,206.86130985248715,0.1702127659574468,0.44680851063829785,0.06382978723404255,0.48936170212765956,0.10638297872340426,0.1276595744680851,6,0.0,0.03776992945966484,1,0.014979733013490077,1,0,0.017583220824384974
NRM152578,42,22,20,1779160.1900000002,1099705.1800000002,679455.01,-0.6185106648930297,0.23620704440334858,42360.9569047619,58521.508272527295,174925.64,18.83,4386.3099999999995,1.3814963718619102,20,22,42,36,1.1666666666666667,208.57793360433607,1.0,234.10134705784594,0.047619047619047616,0.5952380952380952,0.023809523809523808,0.6190476190476191,0.11904761904761904,0.047619047619047616,2,0.09523809523809523,0.18512856807099898,1,0.05457307653652421,1,0,0.07990054820250773
NRM176066,40,28,12,1015306.5800000001,649632.85,365673.73000000004,-0.7765368324380313,0.27967820320833525,25382.664500000003,39419.53394676039,144110.46,81.26,9082.720000000001,1.5530100847671209,10,28,37,37,1.0810810810810811,203.78763532763534,1.0,192.81255860679096,0.225,0.375,0.0,0.425,0.025,0.1,4,0.05,0.1348738247272745,1,0.12182494297917398,1,0,0.0855662559021495
NRM143860,42,22,20,959721.1100000001,539745.8500000001,419975.25999999995,-0.2851848701754483,0.12479728616160181,22850.502619047616,43584.076893655256,169587.87,16.7,3596.2799999999997,1.9073574713111405,19,22,41,37,1.135135135135135,205.9264701897019,3.0,212.32033850972735,0.21428571428571427,0.2857142857142857,0.023809523809523808,0.5476190476190477,0.11904761904761904,0.11904761904761904,5,0.07142857142857142,0.04642047673775762,1,0.022296003045648213,1,0,0.02290549326113528
NRM786508,49,24,25,879737.8699999999,470600.80999999994,409137.05999999994,-0.1502277745262187,0.06986598178386934,17953.834081632653,33399.35141573011,136955.72,35.46,1951.69,1.8602907470276067,25,24,47,44,1.1136363636363635,170.16523726851852,1.0,166.80093336357967,0.22448979591836735,0.42857142857142855,0.04081632653061224,0.4897959183673469,0.12244897959183673,0.08163265306122448,4,0.061224489795918366,0.0437566896432926,1,0.017019610971500503,1,0,0.0202587668715977
NRM955662,35,19,16,823552.28,478700.65,344851.62999999995,-0.3881350945042658,0.16252643973009226,23530.06514285714,43627.32384991862,156036.13,44.58,4045.54,1.8541097776417448,16,19,34,32,1.09375,248.78410130718956,0.08694444444444445,226.93284836567634,0.2,0.42857142857142855,0.0,0.5428571428571428,0.11428571428571428,0.14285714285714285,5,0.14285714285714285,0.16623293767341651,1,0.09328701358524956,1,1,0.09761776153066647
NRM292401,52,26,26,761047.76,353189.94,407857.81999999995,0.13403661109158077,0.07183239065048946,14635.533846153847,25853.646517802,96617.73,49.56,2597.3599999999997,1.7664983586913179,26,26,52,48,1.0833333333333333,168.79925925925926,0.0,165.8085834797112,0.1346153846153846,0.3076923076923077,0.038461538461538464,0.40384615384615385,0.1346153846153846,0.057692307692307696,3,0.057692307692307696,0.10829810919348093,1,0.03437148900538519,1,0,0.047556532732955376
NRM272634,50,32,18,947703.87,430550.30999999994,517153.56000000006,0.1674613822633264,0.09138218460583064,18954.0774,38474.65831669092,143556.95,14.1,2707.3599999999997,2.0298882137460788,18,32,50,47,1.0638297872340425,156.06340136054422,3.0,149.5225529941724,0.04,0.5,0.02,0.5,0.06,0.04,2,0.12,0.1544667252195313,1,0.08287816103608515,1,0,0.07911496208520548
NRM230679,59,35,24,1605651.68,818547.58,787104.1,-0.03994831179255702,0.01958300196216902,27214.435254237287,43963.70440586543,184839.56,37.7,5250.75,1.6154553271143217,24,34,58,46,1.2826086956521738,148.29131704980844,1.0,154.67755148895446,0.1864406779661017,0.4915254237288136,0.03389830508474576,0.5254237288135594,0.15254237288135594,0.15254237288135594,9,0.03389830508474576,0.1223593851425423,1,0.025928564399532342,1,0,0.04942931651402488
MUL884256,65,28,37,1885333.87,1073711.8,811622.07,-0.3229209008572181,0.13901502231008034,29005.13646153846,50269.86809697176,193403.96,197.96,11246.8,1.733136755402991,37,28,62,55,1.1818181818181819,133.65477864583335,0.0,173.4344211739846,0.1076923076923077,0.5230769230769231,0.15384615384615385,0.7846153846153846,0.046153846153846156,0.13846153846153847,9,0.03076923076923077,0.2777911668636235,1,0.027240509166809902,1,0,0.1016772253434778
NRM946335,51,32,19,920529.6599999999,428978.91,491550.7499999999,0.127294770682376,0.06797373590330584,18049.601176470587,42815.359823471794,189888.62,67.35,1834.44,2.37209450806513,19,30,48,45,1.1333333333333333,161.1315333333333,0.06666666666666667,180.37407180923017,0.19607843137254902,0.27450980392156865,0.0,0.39215686274509803,0.1568627450980392,0.11764705882352941,6,0.058823529411764705,0.06519377548432947,1,0.014205055502280956,1,0,0.026466276995536813
